ID_Observasi,Periode,Tahun,Triwulan,Urutan_Waktu,Kode_Provinsi,Provinsi,Wilayah,Jumlah_Penduduk,Urbanisasi_pct,Kemiskinan_pct,Penetrasi_Internet_pct,Literasi_Keuangan_pct,Rekening_per_1000_Penduduk,Pertumbuhan_Rekening_qoq_pct,Titik_Layanan_per_100rb_Penduduk,ATM_per_100rb_Penduduk,Kantor_Bank_per_100rb_Penduduk,Kredit_terhadap_PDRB_pct,DPK_terhadap_PDRB_pct,Transaksi_Digital_pct,Pertumbuhan_Transaksi_Digital_qoq_pct,Pinjaman_Fintech_per_Kapita_juta,NPL_pct,Shock_Ekonomi,Dimensi_Ketersediaan,Dimensi_Penggunaan,Dimensi_Kedalaman,IKAD_Simulasi,Kategori_IKAD,IKAD_Lag_1,IKAD_Lag_4,IKAD_Rata_Rata_4Q,Pertumbuhan_IKAD_qoq_pct,Pertumbuhan_IKAD_yoy_pct,IKAD_Berikutnya,Kategori_IKAD_Berikutnya,Perubahan_IKAD_Berikutnya,Target_Peningkatan_IKAD,Status_Data
14-2006Q2,2006-Q2,2006,Q2,54,14,Riau,Sumatera,3843509,55.5,17.84,25.9,,466.69,0.336,6.32,20.48,4.34,9.75,,15.81,1.041,0.986,8.02,Normal,1.9055,2.1227,1.536,1.8605,Tinggi,1.89,1.9357,1.9101,-1.5608,-3.8849,1.7358,Sedang,-0.1247,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2006Q3,2006-Q3,2006,Q3,55,14,Riau,Sumatera,3852551,55.57,17.68,26.11,45.85,473.24,1.404,6.46,22.26,5.24,9.08,27.05,15.45,-2.283,1.018,8.13,Normal,1.9829,2.0647,1.5849,1.7358,Sedang,1.8605,1.9508,1.8564,-6.7025,-11.0211,1.7959,Sedang,0.0601,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2006Q4,2006-Q4,2006,,56,14,Riau,Sumatera,3860240,55.76,17.72,26.02,45.88,479.02,1.221,6.38,22.7,4.95,9.07,27.91,15.71,1.726,1.058,8.02,Normal,2.0473,2.1517,1.3785,1.7959,Sedang,1.7358,1.9391,1.8205,3.4624,-7.3849,1.9302,Tinggi,0.1343,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2007Q1,2007-Q1,2007,Q1,57,14,Riau,Sumatera,3885058,55.93,17.36,25.77,46.53,468.39,-2.219,6.45,22.49,5.11,9.28,28.27,16.39,4.291,1.02,8.01,Normal,2.1689,2.1614,1.7154,1.9302,Tinggi,1.7959,1.89,1.8306,7.4781,2.127,1.8812,Tinggi,-0.049,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2007Q2,2007-Q2,2007,Q2,58,14,Riau,Sumatera,3894334,55.79,17.46,26.25,46.7,465.96,-0.519,6.36,20.45,5.49,9.57,28.37,16.66,1.663,1.058,7.95,Normal,1.9067,2.1723,1.493,1.8812,Tinggi,1.9302,1.8605,1.8358,-2.5386,1.1126,1.9507,Tinggi,0.0695,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2007Q3,2007-Q3,2007,Q3,59,14,Riau,Sumatera,3914962,55.56,17.54,26.77,46.79,474.86,1.911,6.4,21.1,4.44,9.64,28.92,18.22,9.386,1.025,7.87,Normal,1.9576,2.0981,1.6008,1.9507,Tinggi,1.8812,1.7358,1.8895,3.6945,12.3805,1.9115,Tinggi,-0.0392,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2007Q4,2007-Q4,2007,Q4,60,14,Riau,Sumatera,3928256,55.95,17.62,27.92,46.6,476.3,0.302,6.39,19.88,5.2,10.34,28.99,19.5,7.025,1.018,7.81,Normal,2.0048,2.0062,1.5377,1.9115,Tinggi,1.9507,1.7959,1.9184,-2.0095,6.4369,1.9509,Tinggi,0.0394,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2008Q1,2008-Q1,2008,Q1,61,14,Riau,Sumatera,3945884,56.11,18.0,28.34,47.01,482.74,1.353,6.24,21.49,5.24,10.12,29.21,19.13,-1.934,1.058,7.89,Krisis Global,2.0597,2.2133,1.4159,1.9509,Tinggi,1.9115,1.9302,1.9236,2.0612,1.0724,1.9617,Tinggi,0.0108,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2008Q2,2008-Q2,2008,Q2,62,14,Riau,Sumatera,3961740,56.29,18.24,28.44,46.8,483.5,0.158,6.33,22.6,5.32,9.85,29.71,19.19,0.356,1.088,,Krisis Global,2.0479,2.1272,1.6563,1.9617,Tinggi,1.9509,1.8812,1.9437,0.5536,4.2792,2.0151,Tinggi,0.0534,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2008Q3,2008-Q3,2008,Q3,63,14,Riau,Sumatera,3968473,56.56,18.24,28.56,46.7,492.83,1.928,6.21,22.88,4.86,8.9,29.77,19.63,2.27,1.171,7.98,Krisis Global,2.0407,2.1856,1.7011,2.0151,Tinggi,1.9617,1.9507,1.9598,2.7221,3.3014,1.8615,Tinggi,-0.1536,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2008Q4,2008-Q4,2008,Q4,64,14,Riau,Sumatera,3978751,56.81,18.55,29.17,46.93,500.76,1.61,6.42,21.94,5.45,9.28,29.32,19.71,0.413,1.166,8.14,Krisis Global,2.0541,1.975,1.6392,1.8615,Tinggi,2.0151,1.9115,1.9473,-7.6225,-2.6157,1.8182,Sedang,-0.0433,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2009Q1,2009-Q1,2009,Q1,65,14,Riau,Sumatera,3999818,56.88,18.81,29.65,47.26,500.15,-0.121,6.36,21.59,4.72,9.48,29.05,19.36,-1.796,1.18,8.13,Krisis Global,1.9751,2.1011,1.6201,1.8182,Sedang,1.8615,1.9509,1.9141,-2.3261,-6.802,1.8287,Sedang,0.0105,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2009Q2,2009-Q2,2009,Q2,66,14,Riau,Sumatera,4015024,57.16,18.95,29.99,,499.32,-0.167,6.28,21.65,4.7,9.39,28.95,19.2,-0.812,1.183,,Krisis Global,2.0446,2.1077,1.4049,1.8287,Sedang,1.8182,1.9617,1.8809,0.5775,-6.7798,1.8844,Tinggi,0.0557,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2009Q3,2009-Q3,2009,Q3,67,14,Riau,Sumatera,4029016,57.07,19.14,30.53,47.5,507.01,1.541,,21.99,5.19,9.36,29.41,20.03,4.348,1.203,8.55,Krisis Global,1.9163,2.3747,1.4715,1.8844,Tinggi,1.8287,2.0151,1.8482,3.0459,-6.486,1.931,Tinggi,0.0466,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2009Q4,2009-Q4,2009,Q4,68,14,Riau,Sumatera,4037327,57.25,19.24,31.07,47.63,521.85,2.926,6.64,22.45,5.46,8.79,29.63,20.29,1.293,1.265,8.72,Krisis Global,1.986,2.2073,1.5047,1.931,Tinggi,1.8844,1.8615,1.8656,2.4729,3.7335,1.985,Tinggi,0.054,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2010Q1,2010-Q1,2010,Q1,69,14,Riau,Sumatera,4051187,57.27,19.15,31.41,47.62,535.73,2.66,6.46,23.76,5.21,8.67,30.11,20.67,1.875,1.278,8.37,Normal,2.0417,2.1394,1.5344,1.985,Tinggi,1.931,1.8182,1.9073,2.7965,9.1739,2.0059,Tinggi,0.0209,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2010Q2,2010-Q2,2010,Q2,70,14,Riau,Sumatera,4065051,57.48,19.22,31.95,47.71,533.46,-0.423,6.58,22.74,5.2,8.09,30.07,21.06,1.862,1.361,8.2,Normal,2.1963,2.166,1.5897,2.0059,Tinggi,1.985,1.8287,1.9516,1.0529,9.6899,2.0214,Tinggi,0.0155,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2010Q3,2010-Q3,2010,Q3,71,14,Riau,Sumatera,4077877,57.59,,32.23,47.98,542.28,1.653,6.53,20.39,5.25,8.07,30.31,21.29,1.086,1.387,8.16,Normal,2.1371,2.2458,1.7455,2.0214,Tinggi,2.0059,1.8844,1.9858,0.7727,7.2702,1.9727,Tinggi,-0.0487,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2010Q4,2010-Q4,2010,Q4,72,14,Riau,Sumatera,4096952,57.68,18.76,32.5,48.05,552.6,1.902,6.6,22.86,5.58,8.19,,,3.883,1.386,8.2,Normal,1.9145,2.3385,1.5429,1.9727,Tinggi,2.0214,1.931,1.9962,-2.4092,2.1595,2.042,Tinggi,0.0693,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2011Q1,2011-Q1,2011,Q1,73,14,Riau,Sumatera,4113005,57.69,18.83,32.94,48.48,566.11,2.446,6.86,22.11,4.85,,30.52,22.76,2.941,1.452,8.01,Normal,1.8417,2.3082,1.5848,2.042,Tinggi,1.9727,1.985,2.0105,3.513,2.8715,2.0152,Tinggi,-0.0268,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2011Q2,2011-Q2,2011,Q2,74,14,Riau,Sumatera,4130660,57.81,,33.15,48.64,581.36,2.692,6.7,22.94,5.63,7.82,,23.39,2.764,1.484,8.03,Normal,1.9508,2.2399,1.5861,2.0152,Tinggi,2.042,2.0059,2.0128,-1.3124,0.4636,1.9861,Tinggi,-0.0291,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2011Q3,2011-Q3,2011,Q3,75,14,Riau,Sumatera,4137782,58.01,,33.07,48.71,580.68,-0.117,6.69,23.48,5.33,8.08,31.22,23.74,1.464,1.534,7.97,Normal,2.1383,2.2881,1.5831,1.9861,Tinggi,2.0152,2.0214,2.004,-1.444,-1.7463,1.9539,Tinggi,-0.0322,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2011Q4,2011-Q4,2011,Q4,76,14,riau,Sumatera,4153132,57.95,18.94,33.32,48.83,585.81,0.883,6.77,21.97,5.34,8.35,31.76,138.21,-0.217,1.574,8.05,Normal,1.9334,2.2825,1.6372,1.9539,Tinggi,1.9861,1.9727,1.9993,-1.6213,-0.953,1.9732,Tinggi,0.0193,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2012Q1,2012-Q1,2012,Q1,77,14,Riau,Sumatera,4163917,58.16,18.87,33.55,48.64,579.09,-1.147,6.81,22.93,5.51,8.31,31.82,24.05,1.529,1.646,7.93,Normal,2.1243,2.461,1.6586,1.9732,Tinggi,1.9539,2.042,1.9821,0.9878,-3.3692,2.0019,Tinggi,0.0287,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2012Q2,2012-Q2,2012,Q2,78,14,Riau,Sumatera,4185187,58.06,,34.2,48.6,592.33,2.287,6.83,22.25,5.11,8.42,31.59,24.9,3.56,1.7,7.92,Normal,1.9855,2.4492,1.6979,2.0019,Tinggi,1.9732,2.0152,1.9788,1.4545,-0.66,2.0589,Tinggi,0.057,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2012Q3,2012-Q3,2012,Q3,79,14,Riau,Sumatera,4190554,58.07,18.47,34.41,48.8,600.0,1.294,6.83,22.64,5.25,8.45,31.79,24.94,0.152,1.736,7.84,Normal,2.0854,2.4279,1.7857,2.0589,Tinggi,2.0019,1.9861,1.997,2.8473,3.6655,2.0862,Tinggi,0.0273,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2012Q4,2012-Q4,2012,Q4,80,14,Riau,Sumatera,4191754,58.29,18.5,34.88,,593.59,-1.068,7.05,21.76,6.09,8.66,32.13,25.18,0.97,1.767,7.83,Normal,2.2225,2.3903,1.847,2.0862,Tinggi,2.0589,1.9539,2.0301,1.326,6.7711,2.1028,Sangat Tinggi,0.0166,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2013Q1,2013-Q1,2013,Q1,81,14,Riau,Sumatera,4212442,58.31,18.33,34.97,48.82,606.19,2.123,6.96,22.88,5.01,8.4,32.23,26.71,6.082,1.799,7.88,Normal,2.2234,2.3637,1.4818,2.1028,Sangat Tinggi,2.0862,1.9732,2.0625,0.7957,6.568,2.0698,Tinggi,-0.033,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2013Q2,2013-Q2,2013,Q2,82,14,Riau,Sumatera,4219713,58.54,18.42,35.07,49.13,624.53,3.026,6.93,21.01,4.98,8.73,32.77,26.96,0.914,1.857,7.89,Normal,2.0823,2.2522,1.6669,2.0698,Tinggi,2.1028,2.0019,2.0794,-1.5693,3.3918,2.0935,Tinggi,0.0237,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2013Q3,2013-Q3,2013,Q3,83,14,Riau,Sumatera,4229506,58.54,18.29,35.62,49.34,625.95,0.227,6.95,21.15,4.96,9.04,32.57,27.63,2.489,1.92,,Normal,2.1965,2.4743,1.7308,2.0935,Tinggi,2.0698,2.0589,2.0881,1.145,1.6805,2.1833,Sangat Tinggi,0.0898,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2013Q4,2013-Q4,2013,Q4,84,14,Riau,Sumatera,4237060,58.86,18.36,35.75,49.59,635.33,1.498,7.16,22.86,4.86,9.47,32.26,27.72,0.342,1.926,7.9,Normal,2.0398,2.5407,1.6453,2.1833,Sangat Tinggi,2.0935,2.0862,2.1124,4.2895,4.6544,2.1077,Sangat Tinggi,-0.0756,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2014Q1,2014-Q1,2014,Q1,85,14,Riau,Sumatera,4242683,59.05,18.42,,49.54,650.12,2.328,7.2,23.01,6.11,10.39,32.1,28.18,1.649,1.968,7.7,Normal,2.0763,2.6002,1.7259,2.1077,Sangat Tinggi,2.1833,2.1028,2.1136,-3.4626,0.233,2.1638,Sangat Tinggi,0.0561,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2014Q2,2014-Q2,2014,Q2,86,14,Riau,Sumatera,4249070,59.12,18.12,36.76,49.43,,2.119,7.27,24.61,6.29,10.64,32.67,28.01,-0.606,1.962,7.92,Normal,2.2549,2.5495,1.785,2.1638,Sangat Tinggi,2.1077,2.0698,2.1371,2.6617,4.5415,2.2237,Sangat Tinggi,0.0599,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2014Q3,2014-Q3,2014,Q3,87,14,Riau,Sumatera,4260845,59.04,17.74,36.77,49.47,673.56,1.456,7.36,23.55,5.75,10.59,32.49,28.62,2.194,1.956,8.03,Normal,2.32,2.6946,1.8082,2.2237,Sangat Tinggi,2.1638,2.0935,2.1696,2.7683,6.2193,2.2332,Sangat Tinggi,0.0095,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2014Q4,2014-Q4,2014,Q4,88,14,Riau,Sumatera,4278393,59.13,17.67,37.18,49.93,683.28,1.443,7.45,22.95,5.01,11.15,31.26,,-0.787,2.001,7.9,Normal,2.1054,2.5127,1.6674,2.2332,Sangat Tinggi,2.2237,2.1833,2.1821,0.4272,2.2855,2.2108,Sangat Tinggi,-0.0224,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2015Q1,2015-Q1,2015,Q1,89,14,Riau,Sumatera,4291861,58.91,17.62,37.58,49.92,687.71,0.647,,23.88,5.46,11.27,31.04,28.34,-0.22,1.976,7.94,Normal,1.9674,2.4632,1.7299,2.2108,Sangat Tinggi,2.2332,2.1077,2.2079,-1.003,4.8916,2.1821,Sangat Tinggi,-0.0287,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2015Q2,2015-Q2,2015,Q5,90,14,Riau,Sumatera,4302301,59.07,17.76,37.99,50.27,695.78,1.174,7.63,23.29,5.34,11.17,31.5,28.81,1.657,1.993,8.0,Normal,2.2615,2.4607,1.5795,2.1821,Sangat Tinggi,2.2108,2.1638,2.2125,-1.2982,0.8457,2.2095,Sangat Tinggi,0.0274,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2015Q3,2015-Q3,2015,Q3,91,14,Riau,Sumatera,4304293,59.23,17.77,38.16,50.72,701.71,0.852,7.62,25.07,6.03,,31.6,29.12,1.072,1.998,7.83,Normal,2.2012,2.7317,1.7173,2.2095,Sangat Tinggi,2.1821,2.2237,2.2089,1.2557,-0.6386,2.1821,Sangat Tinggi,-0.0274,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2015Q4,2015-Q4,2015,Q4,92,14,Riau,Sumatera,4330075,59.12,17.64,38.48,50.71,703.41,0.242,7.67,22.47,6.22,11.42,32.33,29.26,0.498,2.027,7.78,Normal,2.2902,2.733,1.8245,2.1821,Sangat Tinggi,2.2095,2.2332,2.1961,-1.2401,-2.2882,2.2296,Sangat Tinggi,0.0475,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2016Q1,2016-Q1,2016,Q1,93,14,Riau,Sumatera,4336966,59.11,17.45,39.12,50.98,710.89,1.064,7.72,22.99,5.79,,32.27,29.86,2.038,2.075,7.8,Normal,2.2105,2.5875,1.6096,2.2296,Sangat Tinggi,2.1821,2.2108,2.2008,2.1768,0.8504,2.1794,Sangat Tinggi,-0.0502,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2016Q2,2016-Q2,2016,Q2,94,14,Riau,Sumatera,4344036,58.99,17.31,39.88,51.44,722.51,1.635,7.66,23.65,5.24,11.23,32.61,30.64,2.615,2.078,7.83,Normal,1.9973,2.7097,1.6684,2.1794,Sangat Tinggi,2.2296,2.1821,2.2001,-2.2515,-0.1237,2.2243,Sangat Tinggi,0.0449,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2016Q3,2016-Q3,2016,Q3,95,14,Riau,Sumatera,4357200,59.05,17.12,39.98,,745.6,3.195,7.82,23.95,5.65,11.54,32.92,30.99,1.155,2.068,7.98,Normal,2.3858,2.7295,1.8399,2.2243,Sangat Tinggi,2.1794,2.2095,2.2038,2.0602,0.6698,2.2253,Sangat Tinggi,0.001,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2016Q4,2016-Q4,2016,Q4,96,14,Riau,Sumatera,4365892,58.91,17.14,40.58,51.87,751.83,0.836,8.04,26.99,5.36,12.11,32.2,31.88,2.881,2.14,7.91,Normal,2.2674,2.5517,1.9078,2.2253,Sangat Tinggi,2.2243,2.1821,2.2146,0.045,1.9797,2.2543,Sangat Tinggi,0.029,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2017Q1,2017-Q1,2017,Q1,97,14,Riau,Sumatera,4381351,58.91,17.32,40.77,51.66,756.9,0.675,8.1,23.17,5.37,12.35,32.16,32.39,1.597,2.173,7.93,Normal,2.1829,2.6712,2.0712,2.2543,Sangat Tinggi,2.2253,2.2296,2.2208,1.3032,1.1078,2.1934,Sangat Tinggi,-0.0609,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2017Q2,2017-Q2,2017,Q2,98,14,Riau,Sumatera,4387332,58.87,17.45,40.89,52.0,760.05,0.417,8.13,24.01,5.28,12.56,33.11,33.73,4.132,2.154,7.83,Normal,2.2931,2.6624,1.7354,2.1934,Sangat Tinggi,2.2543,2.1794,2.2243,-2.7015,0.6424,2.2157,Sangat Tinggi,0.0223,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2017Q3,2017-Q3,2017,Q3,99,14,Riau,Sumatera,4398679,59.05,17.18,41.06,52.51,761.77,0.226,,24.56,6.15,12.18,33.95,33.55,-0.536,2.219,7.73,Normal,2.2879,2.8651,1.7166,2.2157,Sangat Tinggi,2.1934,2.2243,2.2222,1.0167,-0.3866,2.2866,Sangat Tinggi,0.0709,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2017Q4,2017-Q4,2017,Q4,100,14,Riau,Sumatera,4418638,59.46,17.18,,52.69,768.97,0.944,7.97,23.76,5.53,12.62,,34.72,3.487,2.221,7.7,Normal,2.3561,2.7388,1.739,2.2866,Sangat Tinggi,2.2157,2.2253,2.2375,3.1999,2.7547,2.3196,Sangat Tinggi,0.033,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2018Q1,2018-Q1,2018,Q1,101,14,Riau,Sumatera,4437148,59.88,17.32,42.04,52.86,774.38,0.705,7.98,25.25,5.45,12.55,34.34,36.31,4.569,2.237,7.53,Normal,2.3476,2.8455,2.1385,2.3196,Sangat Tinggi,2.2866,2.2543,2.2538,1.4432,2.8967,2.2975,Sangat Tinggi,-0.0221,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2018Q2,2018-Q2,2018,Q2,102,14,Riau,Sumatera,4454361,,17.32,42.79,52.94,,0.264,7.95,22.78,6.18,12.55,34.62,36.71,1.117,2.204,7.57,Normal,2.1834,2.857,1.6816,2.2975,Sangat Tinggi,2.3196,2.1934,2.2798,-0.9528,4.7461,2.2667,Sangat Tinggi,-0.0308,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2018Q3,2018-Q3,2018,Q3,103,14,Riau,Sumatera,4459294,60.09,17.22,43.3,52.95,779.38,0.381,8.0,26.15,6.19,12.93,35.17,37.34,1.704,2.35,7.49,Normal,2.3221,2.7804,1.8992,2.2667,Sangat Tinggi,2.2975,2.2157,2.2926,-1.3406,2.3018,2.3264,Sangat Tinggi,0.0597,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2018Q4,2018-Q4,2018,Q4,104,14,Riau,Sumatera,4472147,60.27,17.23,42.98,52.92,781.55,0.278,8.01,22.81,5.97,12.67,35.18,37.83,1.311,2.319,7.52,Normal,2.5269,2.7315,1.8897,2.3264,Sangat Tinggi,2.2667,2.2866,2.3026,2.6338,1.7406,2.3826,Sangat Tinggi,0.0562,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2019Q1,2019-Q1,2019,Q1,105,14,Riau,Sumatera,4479534,60.53,17.33,43.62,53.07,786.74,0.664,8.19,25.45,6.22,14.25,,38.75,2.44,2.458,7.43,Normal,2.4863,2.9445,1.8508,2.3826,Sangat Tinggi,2.3264,2.3196,2.3183,2.4157,2.716,2.2028,Sangat Tinggi,-0.1798,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2019Q2,2019-Q2,2019,Q2,106,14,Riau,Sumatera,4491890,60.48,,43.98,53.56,804.42,2.247,8.34,24.09,5.52,14.4,35.12,39.3,1.411,2.507,7.51,Normal,1.9992,2.9252,1.7741,2.2028,Sangat Tinggi,2.3826,2.2975,2.2946,-7.5464,-4.1219,2.2886,Sangat Tinggi,0.0858,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2019Q3,2019-Q3,2019,Q3,107,14,Riau,Sumatera,4506035,60.32,17.42,44.92,53.58,805.36,0.117,8.5,25.74,6.1,14.71,35.67,39.2,-0.242,2.582,7.49,Normal,2.4238,2.9469,1.8147,2.2886,Sangat Tinggi,2.2028,2.2667,2.3001,3.895,0.9662,2.3241,Sangat Tinggi,0.0355,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2019Q4,2019-Q4,2019,Q4,108,14, Riau ,Sumatera,4532064,60.3,17.44,45.56,53.9,808.37,0.374,8.76,27.11,5.71,14.72,36.21,39.46,0.665,2.637,7.46,Normal,2.3724,2.8606,1.874,2.3241,Sangat Tinggi,2.2886,2.3264,2.2995,1.5512,-0.0989,2.3086,Sangat Tinggi,-0.0155,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2020Q1,2020-Q1,2020,Q1,109,14,Riau,Sumatera,4547647,60.37,17.72,46.33,54.0,818.89,1.301,8.91,26.53,5.88,13.53,35.57,39.55,0.229,2.719,7.8,Pandemi,2.3162,2.9016,1.8857,2.3086,Sangat Tinggi,2.3241,2.3826,2.281,-0.6669,-3.1059,2.3845,Sangat Tinggi,0.0759,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2020Q2,2020-Q2,2020,Q2,110,14,Riau,Sumatera,4568047,60.25,18.18,46.63,54.07,818.96,0.009,8.88,24.92,5.81,12.98,35.07,,-0.493,2.759,8.35,Pandemi,2.2214,2.9871,1.7221,2.3845,Sangat Tinggi,2.3086,2.2028,2.3265,3.2877,8.2486,2.3972,Sangat Tinggi,0.0127,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2020Q3,2020-Q3,2020,Q3,111,14,Riau,Sumatera,4580887,60.05,18.78,47.19,54.52,827.22,1.009,8.82,24.76,6.34,12.36,34.74,39.04,-0.819,2.802,8.77,Pandemi,2.2443,2.9113,1.6535,2.3972,Sangat Tinggi,2.3845,2.2886,2.3536,0.5326,4.7453,2.3136,Sangat Tinggi,-0.0836,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2020Q4,2020-Q4,2020,Q4,112,14,Riau,Sumatera,4590232,60.4,19.04,47.35,54.83,822.75,-0.541,8.7,27.31,6.05,11.99,33.73,38.71,-0.834,2.925,9.32,Pandemi,2.3417,2.8339,1.6889,2.3136,Sangat Tinggi,2.3972,2.3241,2.351,-3.4874,-0.4518,2.3421,Sangat Tinggi,0.0285,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2021Q1,2021-Q1,2021,Q1,113,14,Riau,Sumatera,4611712,60.42,19.25,47.87,55.05,830.41,0.931,8.83,24.74,5.99,11.97,33.17,39.18,1.213,2.926,9.59,Pemulihan Awal,2.099,3.0166,1.607,2.3421,Sangat Tinggi,2.3136,2.3086,2.3594,1.2318,1.4511,2.3285,Sangat Tinggi,-0.0136,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2021Q2,2021-Q2,2021,Q2,114,14,riau,Sumatera,4619046,60.55,19.39,48.0,55.17,831.46,0.127,8.92,26.83,6.32,11.96,32.88,39.71,1.343,2.97,9.82,Pemulihan Awal,2.3615,2.8172,1.6762,2.3285,Sangat Tinggi,2.3421,2.3845,2.3454,-0.5807,-2.3485,2.2567,Sangat Tinggi,-0.0718,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
14-2021Q3,2021-Q3,2021,Q3,115,14,Riau,Sumatera,4626126,60.36,19.53,48.13,55.24,833.62,0.26,8.92,24.58,6.0,12.35,32.81,40.11,1.01,3.008,9.95,Pemulihan Awal,2.4251,2.7384,1.741,2.2567,Sangat Tinggi,2.3285,2.3972,2.3102,-3.0835,-5.861,2.2982,Sangat Tinggi,0.0415,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
